Title,Company_Name,Salary,DateSub,Deadline,Place,Way,Level,Description,Requirement,Rights,Headquater,Srcpic,Company_Place,Company_Scale
Kế Toán Nội Bộ,Công Ty TNHH Lục Sâm,15 - 18 triệu,07/06/2024,29/06/2024,Bình Dương,1,3 năm,"- Theo dõi hồ sơ nhân sự, - Tổng hợp các hoá đơn đầu vào, đầu ra; - Theo dõi chi phí cho từng công trình; - Theo dõi báo cáo thu chi và các công việc khác có liên quan.","-       Biết Tiếng Trung 4 kỹ năng -       Có kinh nghiệm làm kế toán 3 năm trở lên -       Siêng năng, chịu khó , nhanh nhẹn xử lí công việc, chịu được áp lực công việc *** THỜI GIAN LÀM VIỆC : Từ 8h-17h (Thứ 2- Thứ 7 Hàng Tuần)","- Được hưởng chế độ đãi ngộ theo chính sách của Công ty (BHXH, BHYT, hiếu hỉ, ...). - Làm việc trong môi trường thân thiện và được hướng công việc cụ thể.","Khu phố Bình Khánh, Phường Khánh Bình, Thành phố Tân Uyên, Tỉnh Bình Dương",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/03/5daff26983478_1571811945_171739920870.jpg,"Khu phố Bình Khánh, Phường Khánh Bình, Thành phố Tân Uyên, Tỉnh Bình Dương",Trên 300 người
Nhân Viên Kinh Doanh BĐS - Hỗ Trợ MKT 15-25tr/Tháng,Công Ty Cổ Phần Dịch Vụ Và Đầu Tư Bất Động Sản Fire Land,9 - 21 triệu,23/05/2024,19/06/2024,TP.HCM,10,,"Giới thiệu sản phẩm của Công ty đến với khách hàng, Phân khúc sản phẩm từ 1,5 - 4 tỷ, Picity Sky Park, The Felix , A&T Sky Garden, Rivana, HT Pearl, Vinhomes Grand Park, … Cập nhật thông tin/chính sách trên thị trường bất động sản cho khách hàng. Hỗ trợ khách hàng trong quá trình ký hợp đồng, chăm sóc khách hàng sau bán hàng. Mở rộng nguồn khách hàng thông qua các kênh: marketing online. Tham gia các buổi đào tạo sản phẩm.","Có laptop, smartphone và phương tiện di chuyển. Ưu tiên ứng viên đã có kinh nghiệm. Nếu chưa có kinh nghiệm sẽ được đào tạo. Có mong muốn phát triển trong lĩnh vực Bất động sản, khẳng định bản thân trong môi trường năng động - chuyên nghiệp - nhiều cơ hội làm giàu và thăng tiến. Tinh thần hợp tác, cầu tiến, nhiệt huyết, kỷ luật trong công việc.","Thu nhập hàng tháng: từ 9 - 21 triệu (gồm lương cứng + phụ cấp) Đầu tư marketing cho NVKD không giới hạn (tối thiểu 15tr- 25tr/chiến dịch). Hoa hồng sản phẩm: từ 50 đến 100 triệu. Thưởng nóng từ CĐT : từ 20 triệu lên đến 100 triệu. Thưởng nóng, thưởng hiệu quả theo từng tuần, tháng, quý Được tự đề xuất tham gia các khóa học chuyên sâu - công ty tài trợ chi phí cho tất cả các cấp bậc từ NVKD đến CEO. Lộ trình đào tạo phù hợp định hướng từng nhân viên: các khóa đào tạo về kiến thức và kỹ năng trong Lĩnh vực Bất động sản, Marketing, Tài chính - ngân hàng,.. Có lộ trình thăng tiến rõ ràng, minh bạch. Được sự hỗ trợ của Lãnh đạo trong việc tư vấn, đàm phán, chốt deal. Được tham gia những sự kiện, trải nghiệm dịch vụ đẳng cấp của các Chủ đầu tư lớn trên thị trường. Team building, du lịch cùng Công ty. Địa điểm làm việc: KDT Vạn Phúc, TP. Thủ Đức.","15 đường 39, KDT Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức, TP. HCM.",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/23/d3953ad1bdb51deb44a4_171642965529.jpg,"15 đường 39, KDT Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức, TP. HCM.",10 - 150 người
"Nhân Viên Bảo Vệ Xoay Ca [HCM, Bình Dương]",Công Ty Cổ Phần Quốc Tế Anh Văn Hội Việt Mỹ,6 - 8 triệu,28/05/2024,27/06/2024,"Bình Dương , TP.HCM",Nam,,"- Chào đón - hướng dẫn khách hàng ra vào cơ sở - Quan sát và đảm bảo anh ninh cho học viên, phụ huynh và các phòng ban - Giám sát việc xuất, nhập các tài sản của cơ sở - Kiểm tra các thiêt bị lớp học- hành lang - Kiểm tra các thiết bị lớp học - hành lang - Giám sát công tác vệ sinh trước, trong, sau giờ học - Thực hiện công tác an toàn phòng cháy chữa cháy. - Hỗ trợ giáo viên hoặc học viên khi cần hỗ trợ Chi tiết liên hệ: Phòng Nhân Sự 0779011710","- Tuổi từ 18 đến 45 - Đáp ứng công việc xoay ca + Ca sáng: 6h00-14h00 + Ca chiều: 14h00-22h00 Bắt buộc tăng ca vào cuối tuần - Giao tiếp hòa nhã, thái độ tốt, trung thực, tính kỷ luật cao - Có kinh nghiệm ở vị trí Bảo vệ hoặc là Bộ đội xuất ngũ là một lợi thế Chi tiết liên hệ: Phòng Nhân Sự 0779011710","- Thu nhập 6-8 Triệu (trao đổi cụ thể khi phòng vấn) - Trả lương trọn tháng. Không nợ lương/giam lương. - Nhân 100% lương trong thời gian thử việc. - Môi trường làm việc sạch sẽ, chuyên nghiệp. - Làm việc theo ca 8 tiếng/ngày (Sáng hoặc Chiều) - Không trực đêm - Được hưởng bảo hiểm tai nạn 24 / 24. - Được Công ty đóng 100% các khoản bảo hiểm theo quy định của pháp luật, BHXH, BHYT, BHTN. - Phụ cấp tiền cơm, được phụ cấp khi làm thêm giờ. - Được cấp đồng phục miễn phí. - Chế độ lương thưởng hấp dẫn, tăng lương hằng năm, thưởng tết tháng 13, thưởng cuối năm. - Được đào tạo bài bản cho toàn bộ nhân viên.","Trụ Sở Tp.HCM: 189 Nguyễn Thị Minh Khai, Quận 1, Tp. HCM | Văn Phòng Hà Nội: Lầu 3, Tòa Nhà Golden Palace, Lô C3 Lê Văn Lương, Quận Thanh Xuân, Hà Nội",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/06/21/z4450782518491_3de5f2a47b76e4fd2c1b581c16ccb2c6_168732913893.jpg,"Trụ Sở Tp.HCM: 189 Nguyễn Thị Minh Khai, Quận 1, Tp. HCM | Văn Phòng Hà Nội: Lầu 3, Tòa Nhà Golden Palace, Lô C3 Lê Văn Lương, Quận Thanh Xuân, Hà Nội",Trên 300 người
Kế Toán Tổng Hợp,Công Ty TNHH Thực Phẩm Và Nước Giải Khát Nawon,12 - 18 triệu,30/05/2024,28/06/2024,Bình Dương,1,,"- Thu thập, kiểm tra, đối chiếu, xử lý các chứng từ thanh toán. - Chịu trách nhiệm về hạch toán dữ liệu, rà soát dữ liệu, xuất hóa đơn. - Theo dõi tài sản và công cụ dụng cụ, công nợ, thuế và các nghiệp vụ khác. - Hỗ trợ KTT chuẩn bị các hồ sơ vay. - Thực hiện các báo cáo định kỳ (báo cáo thuế: GTGT, TNCN, TNDN ) và các báo cáo nội bộ trình KTT. - Chịu trách nhiệm về sắp xếp chứng từ theo quy định. - Cung cấp các báo cáo số liệu và giải trình theo yêu cầu cấp trên. -Tính lương, BHXH, Hồ sơ pháp lý, theo dõi công văn đi đến, Soạn thảo hợp đồng lao động, và các công việc liên quan đến HCNS - Các công việc khác do cấp trên phân bổ.","- Kinh nghiệm: Từ 2 năm trở lên tại vị trí, công việc tương đương - Thành thạo phần mềm kế toán Misa, word, excel. - Làm việc gọn gàng, rõ ràng, tỉ mỉ, cẩn thận","- Lương thưởng đầy đủ theo quy định của công ty, du lịch hàng năm - Thưởng cuối năm, tháng 13, Tết, các dịp lễ, sinh nhật… - Có cơ hội được đào tạo và trau dồi năng lực - Cơ hội lớn trở thành các nhân sự nòng cốt của công ty, thăng tiến lên vị trí lớn hơn như Kế toán trưởng - Được đóng đầy đủ BHXH theo luật Lao động Việt Nam - Môi trường công ty thoải mái, không gò bó, tạo điều kiện cho nhân viên làm việc và phát triển","39 Đường Nguyễn Thị Minh Khai, Khu phố Tân Thắng, Phường Tân Bình, Thành phố Dĩ An, Bình Dương",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/02/29/qqq_170920247396.jpeg,"39 Đường Nguyễn Thị Minh Khai, Khu phố Tân Thắng, Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Trên 300 người
Nhân Viên Tư Vấn Chốt Đơn/ Telesale Thu Nhập 15-20 Triệu / Tháng,Công Ty Cổ Phần BPO Mắt Bão,7 - 30 triệu,21/05/2024,21/06/2024,TP.HCM,10,Dưới 1 năm,"✓ Gọi ra theo data có sẵn được công ty cung cấp 100%, tư vấn sản phẩm cho khách hàng. ✓ 100% làm việc tại văn phòng, không đi thị trường ✓ Chăm sóc và giải đáp thắc mắc cho khách hàng. ✓ Đảm bảo chỉ tiêu theo ngày/ tuần/ tháng.","✓ Tốt nghiệp THPT trở lên, tuổi 20-32 tuổi ✓ Có kinh nghiệm telesale, tư vấn bán hàng, chăm sóc khách hàng, call center ✓ Nhanh nhẹn, giao tiếp tốt, khả năng chịu áp lực công việc cao. ✓ Ưu tiên ứng viên từng có kinh nghiệm sale và có mục tiêu kiếm tiền rõ ràng","✓ Lương= Lương cứng 7 triệu + thưởng theo tỉ lệ hoàn thành KPIs. Thu nhập trung bình: 10 - 30 triệu/ tháng ✓ Thử việc 2 tháng nhận Full 100% lương cứng+KPI ✓ Môi trường làm việc chuyên nghiệp, năng động, miễn phí gửi xe ✓ Được đóng BHXH, BHYT và hưởng đầy đủ các chế độ theo luật lao động ✓ Tham gia các hoạt động nội bộ: Tổ chức sinh nhật hàng tháng, Tiệc Noel,... ✓ Quà tặng sinh nhật, các dịp lễ Tết cho Nhân Viên và Gia Đình (8/3 , 1/6, 20/10, Trung thu,...)","Tòa nhà AXYS, Số 12A Núi Thành, quận Tân Bình, TP.HCM",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/03/21/matbao-1_171099254818.png,"Tòa nhà AXYS, Số 12A Núi Thành, quận Tân Bình, TP.HCM",Trên 300 người
Công Nhân May,Công Ty TNHH Poong In Vina,7 - 10 triệu,30/05/2024,30/06/2024,Bình Dương,10,,"- Nhận yêu cầu may một công đoạn cụ thể từ tổ trưởng chuyền - Tiến hành may sản phẩm thời trang của các thương hiệu nổi tiếng - Địa chỉ làm việc: Ứng viên chọn lựa khu vực làm việc thuận tiện: 1.	Địa chỉ K.phố 8, P. Uyên Hưng – TP Tân Uyên – Tỉnh Bình Dương 2.	K.phố Tân Long , P. Tân Đông Hiệp – TP Dĩ An – Tỉnh Bình Dương 3.	K.phố Hòa Lân, P. Thuận Giao, TP Thuận An, Tỉnh Bình Dương, ...",-	Sử dụng máy may công nghiệp -	Ưu tiên các ứng viên đã làm công ty may mặc,"-	Chế độ bảo hiểm đầy đủ mua theo lương cơ bản -	Thu nhập cao ( Thu nhập bình quân 7.000.000 đ – đến 10.000.000đ ) -	Tiền lương được trả theo tay nghề. Trao đổi trực tiếp sau khi phỏng vấn và kiểm tra tay nghề. -	Trợ phụ cấp, nhà ở, đi lại, điện thoại theo chính sách nhà máy. -	Thưởng tháng 13, thưởng lễ , tết","Khu phố 8, phường Uyên Hưng , Thị xã Tân Uyên , tỉnh Bình Dương",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/08/22/Pooing in nhạt_169267988234.png,"Khu phố 8, phường Uyên Hưng , Thị xã Tân Uyên , tỉnh Bình Dương",Trên 300 người
Nhân Viên Thu Ngân Siêu Thị Điện Máy Hc,Công Ty TNHH Thương Mại Vhc - Siêu Thị Điện Máy Hc,6 - 7 triệu,11/06/2024,24/06/2024,Hà Nội,Nữ,Chưa có kinh nghiệm,"Thu tiền của khách hàng và thu tiền thanh cọc của nhân viên giao nhận (hoặc lái xe nếu lái xe giao hàng), nhà thầu điều hòa: chính xác, nhanh chóng. Viết hóa đơn giá trị gia tăng cho khách trên phần mềm hóa đơn điện tử. Hỗ trợ nhập hàng từ Nhà cung cấp và xuất hàng đối với các sản phẩm trưng bày quầy kệ Thực hiện lập 1 số báo cáo tồn kho, báo cáo nhập xuất theo yêu cầu của Trưởng nhóm Kế toán Làm việc tại: Siêu thị Điện máy HC số 399 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội. Siêu thị Điện máy HC số549 Nguyễn Văn Cừ, Long Biên, Hà Nội","Tốt nghiệp trung cấp trở lên. Ưu tiên ứng viên có thể làm việc theo ca Sử dụng thành thạo máy tính, có khả năng tiếp cận phần mềm hệ thống. Trung thực, cẩn thận, nghiêm túc trong công việc.","Thu nhập từ 6 - 7 triệu Có cơ hội học tập, phát triển và thăng tiến. Được cọt xát, tích lũy thêm kinh nghiệm từ đội ngũ nhân viên dày dặn kinh nghiệm và làm việc trong môi trường năng động, bình đẳng, chuyên nghiệp. Được ký HĐLĐ và hưởng các chế độ BHYT, BHXH, BHTN theo quy định của nhà nước, các chính sách phúc lợi riêng của Công ty: hiếu hỉ, sinh nhật, khám sức khỏe, thưởng năm.","Tầng 6, VHC Corporation Tower, 399 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/05/16/Logo HC-01 sửa_168422800436.jpg,"Tầng 6, VHC Corporation Tower, 399 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",Trên 300 người
[HCM] Tổ Trưởng Cửa Hàng Gà Rán Jollibee,Công Ty TNHH Jollibee Việt Nam,7 - 9 triệu,11/06/2024,18/07/2024,TP.HCM,40,Dưới 1 năm,"Hướng dẫn, làm cùng nhân viên và quan sát các bạn thực hiện các công việc: order cho khách, bưng bê, lau dọn .... theo đúng quy trình và tiêu chuẩn của cửa hàng Sắp xếp và lưu trữ hàng hóa theo tiêu chuẩn Chuẩn bị và cập nhật số lượng và chất lượng hàng hóa trong ca Giải quyết những than phiền của khách hàng Trang trí và điều phối các hoạt động bán hàng tại cửa hàng","Từ 18 - 25 tuổi Ngoại hình ưa nhìn, giọng nói rõ ràng, dễ nghe Có khả năng giao tiếp, quản lý thời gian và làm việc theo nhóm Sẵn sàng làm việc theo ca Thân thiện, siêng năng & chịu khó Tốt nghiệp từ THPT trở lên. Ít nhất 6 tháng kinh nghiệm trong lĩnh vực nhà hàng ăn uống, bán lẻ, thực phẩm.","Thu nhập: lương cơ bản + phụ cấp + thưởng doanh thu Được tham gia đầy đủ các chế độ bảo hiểm theo luật quy định(Bảo Hiểm Xã Hội; Bảo Hiểm Y Tế; Bảo Hiểm Thất Nghiệp) Gói bảo hiểm tai nạn 24/7 Cơ hội phát triển và thăng tiến lên Giám Sát Cửa Hàng, Cửa Hàng Trưởng cùng những vị trí cao hơn Tham gia các chương trình đào tạo các nghiệp vụ chuyên môn, kỹ năng mềm của Jollibee Tham gia các hoạt động nội bọ của cửa hàng: teambuilding,... Thời gian làm việc: 6 ngày/ tuần Địa điểm: Khu vực Tp. Hồ Chí Minh","Tầng 26, Tòa nhà CII Tower, 152 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/cd5511ec1f8b5e311839479075c2ff7d_5fc8539c75c03_1606964124.jpeg,"Tầng 26, Tòa nhà CII Tower, 152 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Trên 300 người
Công Nhân Xưởng (Phỏng Vấn - Đi Làm Ngay),Công Ty Cổ Phần Tập Đoàn Ffp Việt Nam,6 - 15 triệu,11/06/2024,25/06/2024,Vĩnh Phúc,5,,"Nhận kế hoạch sản xuất hàng ngày, tuần,.. . Làm các công việc theo yêu cầu. Chi tiết cụ thể trao đổi khi phỏng vấn.","Ưu tiên có kinh nghiệm, không có kinh nghiệm được đào tạo. Độ tuổi: 18-50 tuổi. Nộp hồ sơ qua mail hoặc liên hệ anh Tú: 0848200000.","Thu nhập hấp dẫn: từ 6-15 triệu + Doanh số theo đơn hàng thực tế(không giới hạn) Bao ăn ở. Được hưởng chế độ BHYT, BHXH, BHTN theo quy định Môi trường làm việc hòa đồng, thân thiện","Tam Quan, Tam Đảo, Vĩnh Phúc",https://cdn1.vieclam24h.vn/images/default/2024/03/21/z5269920560550_4101d5456ed36d436891becc5f9b2c05_171099216861.jpg,"Tam Quan, Tam Đảo, Vĩnh Phúc",10 - 150 người
Nhân Viên Marketing,CÔNG TY TNHH THANG MÁY MITSU NHẬT BẢN,8 - 12 triệu,03/06/2024,26/06/2024,TP.HCM,2,1 năm,"Chịu trách nhiệm quản lý, xây dựng & triển khai kế hoạch video trong lĩnh vực thang máy theo từng chủ đề, giai đoạn, theo định hướng của công ty trên các nền tảng social: Facebook / Reels, Tiktok, Youtube. Mở rộng các kênh chưa khai thác (nếu có) Thực hiện quay, dựng, chỉnh sửa các video, trailer giới thiệu sản phẩm phù hợp với từng sự kiện, chương trình của Công ty. Biết sử dụng phần mềm chỉnh sửa ảnh như Photoshop, Canva. Biết sử dụng phần mềm edit video: Capcut, DaVinci Resolve hoặc Premier Sáng tạo các nội dung đánh trúng insights khách hàng. Research đối thủ và định hướng phát triển nội dung. Định hướng & Xây dựng chiến lược truyên thông phù hợp với thị trường, sản phẩm, dịch vụ của công ty. Tổng hợp & làm báo cáo định kỳ hàng tuần, hàng tháng. Thời gian làm việc Từ 07:30 đến 17:00 từ Thứ 2 đến sang Thứ 7 hàng tuần.","Tốt nghiệp Cao Đẳng, Đại học trở lên các chuyên ngành Marketing, Truyền thông, báo chí. Tối thiểu 01 năm kinh nghiệm trong lĩnh vực Social Media. Có kiến thức và am hiểu về lĩnh vực cơ khí, thang máy hoặc liên quan Có kinh nghiệm phát triển nội dung số đa nền tảng. Có kiến thức nền tảng về marketing, chuyên sâu về creative content, social media. Có kinh nghiệm quản lý các kênh social media. Có kỹ năng lập kế hoạch, tư duy hệ thống. Lập được các brief để triển khai thiết kế, quay chụp, sản xuất hình ảnh/video truyền thông. Có thể đi các tỉnh cùng đồng nghiệp để hỗ trợ quay video. Khả năng làm việc nhóm tốt, tư duy tích cực. Hồ sơ ứng tuyển phỏng vấn bao gồm: CV, tư liệu các dự án đã làm, chứng chỉ các khoá học (nếu có). Ưu tiên các bạn có kinh nghiệm tại các mảng: cơ khí, thang máy.","Mức lương 8,000,000đ - 12,000,000đ Hoạt động teambuilding, du lịch thường niên; Trang bị đầy đủ các trang thiết bị làm việc; BHXH & BHYT và chế độ phúc lợi đầy đủ theo bộ luật lao động; Cơ hội nghề nghiệp ổn định lâu dài. Xét tăng lương theo năng lực và kết quả công việc định kỳ 1 đến 2 lần/năm.","37/62/6 Hồ Văn Long, P. Bình Hưng Hòa B, Quận Bình Tân, Tp.HCM",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/ede07646c14b216e47c0e0a2317b7cf0_5fe29d4e3482e_1608686926.png,"37/62/6 Hồ Văn Long, P. Bình Hưng Hòa B, Quận Bình Tân, Tp.HCM",10 - 150 người
